Year,Driver,Stint,Compound,a,b,c,Laps
2025,LAW,1.0,MEDIUM,0.004381868131868895,-0.08742232767233067,57.75397727272727,12
2025,LAW,2.0,HARD,-0.006772759103641761,0.13558690476190946,55.22388928571426,16
2025,LAW,3.0,SOFT,0.011953274985884079,-0.3249919536984817,55.051649350649356,22
