Year,Driver,Stint,Compound,a,b,c,Laps
2024,HAM,1.0,SOFT,0.0037916666666662963,-0.11359318181818351,82.63868333333333,10
2024,HAM,2.0,HARD,0.007991522924959507,-0.22207431814831435,81.04784520123842,19
2024,HAM,3.0,HARD,0.002899830604178449,-0.0964378317334825,77.6415206098249,23
