Year,Driver,Stint,Compound,a,b,c,Laps
2022,HUL,1.0,SOFT,-0.0053127824319254184,0.17866669472103647,76.65534817625048,15
2022,HUL,2.0,SOFT,-0.02032190756196761,0.40076555013293397,73.05740551428931,15
2022,HUL,3.0,MEDIUM,0.20985714285714338,-0.951542857142865,73.26600000000008,5
2022,HUL,4.0,SOFT,0.11808333333333339,-0.6310595238095291,72.37685714285716,7
