Year,Driver,Stint,Compound,a,b,c,Laps
2024,STR,1.0,SOFT,-0.03032142857143012,0.3258214285714352,71.74114285714288,7
2024,STR,2.0,HARD,-0.010275735294118328,0.18063014705883385,70.31023749999997,16
2024,STR,3.0,HARD,-0.00024107032505268905,-0.021449171036597416,68.49471538040503,29
