Year,Driver,Stint,Compound,a,b,c,Laps
2023,GAS,1.0,SOFT,-0.013232142857139872,0.16491071428568735,101.54550000000003,6
2023,GAS,2.0,HARD,0.006198489010990591,-0.1102564560439766,99.87267582417583,14
2023,GAS,3.0,HARD,0.013158341658341895,-0.23499150849151187,98.40504195804195,13
2023,GAS,4.0,SOFT,0.00332055322128804,0.04127853641456982,94.5204732142857,16
