Year,Driver,Stint,Compound,a,b,c,Laps
2023,BOT,1.0,SOFT,-0.02026948051948321,0.24057813852815374,48.492976190476206,9
2023,BOT,2.0,HARD,-0.023273634453781823,0.38414149159664346,46.16131964285712,16
2023,BOT,3.0,HARD,0.000940152359717643,-0.07494165366035055,45.21162782608696,25
