Year,Driver,Stint,Compound,a,b,c,Laps
2023,ZHO,1.0,SOFT,0.023056818181817956,-0.18712196969696884,70.9907833333333,10
2023,ZHO,2.0,HARD,0.004102489680082561,-0.11561603457172565,68.54039950980393,18
2023,ZHO,3.0,SOFT,-0.009387641898864487,0.19286571207429504,65.28508333333339,18
