Year,Driver,Stint,Compound,a,b,c,Laps
2022,MSC,1.0,SOFT,-0.03134988540870852,0.5087439266615685,61.34046050420165,9
2022,MSC,2.0,MEDIUM,-0.004261241047282197,0.14477717317007324,59.373592481203055,21
2022,MSC,3.0,SOFT,-0.007338073691015334,0.24860203619909949,55.96479780219782,15
