Year,Driver,Stint,Compound,a,b,c,Laps
2025,HUL,2.0,MEDIUM,-0.0023744588744585952,0.03602303485987068,44.30819298245616,20
2025,HUL,3.0,MEDIUM,0.0018201597918990038,-0.0934356930509116,42.44896869565217,25
