Year,Driver,Stint,Compound,a,b,c,Laps
2025,ALO,1.0,MEDIUM,0.007447115384616396,-0.15606057692308742,61.39289560439559,14
2025,ALO,2.0,MEDIUM,0.002886675824175898,-0.03333090659341161,58.48541208791209,14
2025,ALO,3.0,HARD,0.008924901185770832,-0.28196160361377853,58.851194805194794,22
