Year,Driver,Stint,Compound,a,b,c,Laps
2023,SAR,1.0,SOFT,0.0051666666666659,-0.02248787878788003,86.45086666666663,10
2023,SAR,2.0,SOFT,-0.0077074579831942075,0.13361649159665037,83.85184464285713,16
2023,SAR,3.0,HARD,-0.005738095238096325,0.019333333333346418,81.97932142857132,8
2023,SAR,4.0,SOFT,0.008774967679378761,-0.07891734001291968,80.77267472527471,15
