Year,Driver,Stint,Compound,a,b,c,Laps
2023,VER,1.0,SOFT,0.004948801198802073,-0.06961063936063981,102.51815909090908,12
2023,VER,2.0,SOFT,0.003394622920939246,-0.13554873547506105,101.65543333333339,20
2023,VER,3.0,HARD,-0.00796200980392135,0.09855476006191341,98.66355637254905,18
