Year,Driver,Stint,Compound,a,b,c,Laps
2025,PIA,1.0,SOFT,-0.009603396603394545,0.1655504495504404,101.99827272727275,12
2025,PIA,2.0,MEDIUM,0.00393890056022302,-0.14353630952379745,101.75533392857142,16
2025,PIA,3.0,MEDIUM,-0.0033414737436472386,0.04083187464708484,98.24497402597402,22
