Year,Driver,Stint,Compound,a,b,c,Laps
2024,MAG,1.0,SOFT,-0.014573593073596798,0.14010259740262557,65.74209523809522,9
2024,MAG,2.0,HARD,-0.006194014447884086,0.08671888544891085,64.11834881320954,19
2024,MAG,3.0,HARD,0.0014666572557876798,-0.013301552795031283,61.230321852060975,23
