Year,Driver,Stint,Compound,a,b,c,Laps
2025,BOR,1.0,MEDIUM,0.018659673659674098,-0.25498881118881983,51.926042424242446,11
2025,BOR,2.0,HARD,0.0013691950464395435,-0.01343472652218851,49.50567647058824,17
2025,BOR,3.0,MEDIUM,0.005800959909655723,-0.19472924901185834,48.87103896103894,22
