Year,Driver,Stint,Compound,a,b,c,Laps
2022,OCO,1.0,SOFT,0.002453296703298695,0.010928821178804365,70.10315909090912,12
2022,OCO,2.0,MEDIUM,0.00964835164835256,-0.1658065934066064,68.82504395604398,14
2022,OCO,3.0,HARD,0.0037867132867140663,-0.042358741258753885,66.53105454545458,11
2022,OCO,4.0,SOFT,0.1407857142857136,-1.1069999999999973,66.63914285714287,7
